Word,Definition,Image_Search,Image_Link,Sketch_Link
RESOLUTION,determination,resolution,https://images.pexels.com/photos/7640831/pexels-photo-7640831.jpeg,https://pixabay.com/get/g7df7880619c5e9b906e3bf4b6281054bbc323c220518e2d7f07f090d5d9bfa21024042238801af06268092346ae5d32f76b6ba1538c064f68a50da8d91b3f415_1280.png
RESOLVE,to decide,decide,https://pixabay.com/get/gca3ce22def357a73a1d8040cd4db58cddaa036e06c170ae17c4e6c86a2b56936c6b73471df777ad4a2299276060cce573452972d13c2b38cf1aa7fd53681317c_1280.jpg,https://pixabay.com/get/g5c9a44994813d293d0081f1e3096e205b944bbca9f7cce1e41e0363c237ea0118dbb53ec7800be944627537653d283b3fb5b4d11a30de408a39d7502652f7695_1280.png
RETICENT,silent,quiet reserved silent,https://pixabay.com/get/gfba8466032b4b69aad26e45d7fe6f7d2f763d3e230f3759911d1f2fe2a72b6947147e1b614609889f0cf05f226c193c060cf84e0b74b6db208f8f619e2531b7e_1280.jpg,https://pixabay.com/get/g9bfc62f68fcc12c233e0fa5c7b060880fb51f595aab01ea64c2422961437ccbe278d6b49df4bbea119bc7bd3914aed1baac0630435f9ffcc457bcd1cdfcc9dfd_1280.png
REVERENT,respectful,respectful admiring worship,https://images.pexels.com/photos/36211999/pexels-photo-36211999.jpeg,https://pixabay.com/get/geb7bb517012630d2b1dc042271b4744c3d0824434260032f8fecb608e5dfbe195c4b24738cf53accf1b32c5a872af72ae5c745d601e38c9128ec65c6cdc48f11_1280.png
RIPOSTE,quick reply,quick reply,https://pixabay.com/get/gd01e560b498258d68f9d6ca4f523c1349307b9d68f94c20da5bbac3a8edf9a6a2190a61583b3e66f9ce64a18877cd0882a566c4f983de6e9e26a4193f3a09269_1280.jpg,https://pixabay.com/get/gd73227d66e7d5d1bff564e481c3b5d78e6d1014be6b1d75d9f3c4254bf670958bb432b0585cf1fe57336463fef8bb07d_1280.png
ROCOCO,ornate,ornate,https://pixabay.com/get/g6eb3553036b50fbee1b93873e51bcaa656d12cc21b7ac4bc14cc0b61285f9a2d68e7c15ec31e8553f13636e59c46a44a0f8d37891c57c4493928509f38f64b84_1280.jpg,https://pixabay.com/get/gb348cd08f2e6acd9a90401edfbaa7adcc23b0d72e50f0829eecb9f4bad98c8de1c67573b679498f63f2602ac8c2ac71d5ca78f45297eb301c68c40d0e30d0276_1280.png
RUBRIC,heading,heading,https://pixabay.com/get/g5be25872fb59374934c6d141cd24ecf0f47faffea5e29766e2fc7407ac8608d6e98ca476536d3f6a5ae545632a47224bad929cce601a1bf4f042901a490070ad_1280.jpg,https://pixabay.com/get/g9fb6ba74be666719314f35eacd1633ebfb9b190fe357adde1619d944721240a720a1b829350c7ad16201b7b128bfe30b78b8b0d60bd758bac0dcc4a0e58846ab_1280.png
RUE,to regret,regret,https://pixabay.com/get/ge8b8ea8062cab39ca1e4e9fd99bcfd9cb723d9070c71865ae619a7d6f481883d69f0bccc220c890704aa74726ee1970434c4b4f855e9031ac79208e08b3b3311_1280.jpg,https://pixabay.com/get/g9c7519eb3d99577df90c52f68af42a221e6b07dd1adeb3afdd4620fde96aae860d5505dfb0387cc1ea378de3bc661f240b4cf79735747f33ff09dd3bafa84345_1280.png
RUSE,trick,ruse,https://images.pexels.com/photos/2811476/pexels-photo-2811476.jpeg,https://pixabay.com/get/gb21282388c9159d918aab883efd32cf5aa01d2ee3a0a4dac7510f0a69c25af38df6890d43e24cdd27183e999ee5e3b47523c625c0d9de813a6123edb01219265_1280.png
SAGE,wise person,wise person,https://pixabay.com/get/g873bb2e48c3ec22db8c22ac000be56ca2486c1c1ddccb756dbf9dabe1c61943c59b45ecce42c3a895e797ac8d14077fb527d7c831b24fe2efc8128ebbd3bdd7b_1280.jpg,https://pixabay.com/get/g72c0ad9b94ae951d6e2300c4a191f8f45607e9eb462717ca4c75ca73a3a82b46eab69c683ae9c60ed15acd2100b980120aa3e5529ce67583437e7be48d253bb0_1280.png
SALACIOUS,lustful,lustful,https://pixabay.com/get/g8a3ba2f711fb262aa84b699ce3247b4a96b92fb41fb48d0e9faf41388e1599d2f7f199ef9bde50466ae3737bc1e90da679979cb48d6b48e7ba25795c84ed0473_1280.jpg,https://pixabay.com/get/g6a325340928d14ff0bcf550c2c27016c00704911284d3ad298d3a4a8f878426f900e08929284202646a5afe1f77103d6a32e57d2db7f28e55abe3238da7f3124_1280.png
SALUBRIOUS,healthful,healthy clean beneficial,https://pixabay.com/get/g0b2025559b4782978e7a42e6541c3c17c540b938b69d8158c7219c52fa145dc9c7e01ecd608c39718b10a08dc6303f0073ee658bd0a04bb8a1a60df4a146a092_1280.jpg,https://pixabay.com/get/g6afb132c903b8102ce46c70289c9158503d928e1403329cba531ca381367a417bf63b1c232778b8408edd448a68bb0d3a476f5752220a76abf9e11031b0f964f_1280.png
SALUTARY,beneficial,beneficial,https://pixabay.com/get/g567c84c9cf5ea8a86e9f649b593cfa8ec4c2a9f3bc737475e8d00abefac48358a1efd6f5010c2fc2cdfcb297dd3eae6b766c85d07f15383608b7f8ffd2b71acb_1280.jpg,https://pixabay.com/get/ga3372a350bd663e6bd9701ed360339b312511235aa1b36bf235ed590ca8e5876020a6da5873ebb4191c584c94395f82b39cea6abfa15b6e46961b2bbaef94214_1280.png
SANCTION,to approve,approve,https://images.pexels.com/photos/8831809/pexels-photo-8831809.jpeg,https://pixabay.com/get/g033af540e4519b9d3221f4dc8ef1323352e5f2a545d13d822e5db5ff0327170fd6ae81c15fddcc53f0b9d4e8fb4f7461aa17b8a4fc690ec8de889cbdd969e26b_1280.png
SARDONIC,scornful,mocking cynical sarcastic,https://pixabay.com/get/g37b29cbf6f8ca3909a51334fed41d0222737da2205342603bc4892722abfca29a10ce66ce540c31070579db337526ecf76520746c2b748d12ce96cc2e7def2d2_1280.jpg,https://pixabay.com/get/gd03c1ab3f7b4ac49bc16f08f642c9365fb005e1d852ad8c28c594f394b1517eec15bbf86f0760c7ebc7a483e0c8d03612e6f9ac491a6317a7355f0bb7298a7f8_1280.png
SARTORIAL,relating to clothing,relating to clothing,https://pixabay.com/get/g983992e3c5a641e298040c4b377b468f98f3e4b676241fa6a95d4f755ffb64b20edc67ff9cdccbf3ae6feae59d6016e02e9003ecf55282aaf187e4148b4787ae_1280.jpg,https://pixabay.com/get/ga145ed8915d4be3975e16aa9c33ae67bdce82568b678c67015458807afc9a06d4ba70e73d92abd115a657c922ec77000bded725b70c9e5373bbdb9b5218ee4f4_1280.png
SATIATE,to satisfy,satisfy full enough,https://pixabay.com/get/gc987425bfdad719ea51d9f13ee1e523a69da653e088aafc9c93e0298d4bfc9bf5b1dc2f0f453a87c177849014dcf3db2c2ccbe8f7693497b49bc82a660a95e4e_1280.jpg,https://pixabay.com/get/ga076140ea445e2350b9170d0c14e405af3b44873e9711f4f55f765a7297660b137909151d8e4d5d18d5b853ff0903024a57727b0dd675eb799264711f95dc41f_1280.png
SATURATE,to soak,soak,https://pixabay.com/get/g19e3fc246b152c43ba76e93b5fcc5959a1fc00081edc7a745c4a8d2c74b6815d262352dfc3dc1b69b23ef4c09ed92588757115c6bcc2fc170ccc08fd66b3d463_1280.jpg,https://pixabay.com/get/g20605306b36c4a082328c74e77f5f49fbc8e49b313714957e162f2f180dc55bc9b3dc131fa83c15ca92a21e15438c342_1280.png
SATURNINE,gloomy,gloomy,https://images.pexels.com/photos/5982829/pexels-photo-5982829.jpeg,https://pixabay.com/get/ged1d80f7a972a07de8e8c1d9600a073363d7708e49bf00144e5f09d90dc7f48da11c4e2b954be97552e0b62082953731971c272c3e177a82cb34f24503c6b9cc_1280.png
SATYR,lecherous man,lecherous man,https://pixabay.com/get/g3b401a03c005094d0a1d19cfab8ed9ba3f68d4ffe3f970deda50a90291b9086e73d0f2300bb79bbd1fc9537478b083eb0a521bda5df649f2f8e0ea22f3016176_1280.jpg,https://pixabay.com/get/g215876335ebc80d83bd0a8ab39479e42af11c332acbcbae77a054fc2335d928818cd20fa64487461d263a28a1bab270aa664a59ee6f93ab549bfa2d476678fde_1280.png
SAVOR,to enjoy,enjoy,https://pixabay.com/get/gc31477e28370086dc58b234a8d684ad11c1185aec278f07dcb3939b2a1feb64faea0a40bc17090ff832ad67b9ae8c95600d11b2b9bf481244c7b764bc1440065_1280.jpg,https://pixabay.com/get/gf1ba741f5aed37d500c1c7d9a45f991ba2dff31a43b8464112a7100d31c043d397bfafd21e4368b3255f70a63f0a88a5917060346f371d7d4c53cd6a5dd9e974_1280.png
SCHEMATIC,diagrammatic,schematic,https://pixabay.com/get/g2bd4fe721fa89a56a781b03f6e9f14160399fdba0bf2221848de4921b1b734962d550d4d303c096bee2b29101e045a51bbaa6ee0313029dcd30cc8a19fa4b254_1280.jpg,https://pixabay.com/get/gb1ea49d6b27447dca9461cd2347a3bbd99408139d95cc2ed8507962994e2714777f0bda387a6ded481597bd2321c3d61_1280.png
SECRETE,to hide; discharge,hide; discharge,https://pixabay.com/get/gc3ecc7f64899771c20099ebc6ea75334bb101607c2eb6b65b6521fc19293f0f9191e938a1ea2dcfcfe41965ed19a4813de741e01e3275131d824aae2e50f949d_1280.jpg,https://pixabay.com/get/g58a45c28d3080bf98a2be678a49e6e672d2e8a890de8f944aa9fbef3475acb5ccc271ccda25094030d747d0c0164a31e9a8c92adc77274dbfd895697fcd07cf2_1280.png
SEDITION,rebellion,rebellion,https://images.pexels.com/photos/5092809/pexels-photo-5092809.jpeg,https://pixabay.com/get/g9e0e57a33f64fbf9333fa961cc5c2ce9b4820bc3ac14967eb2fd9ee8250d6a89afccada19068317806ce89c67dd61335726fb582cd2d00d6ca8d2d08c658ff63_1280.png
SEDULOUS,diligent,diligent,https://images.pexels.com/photos/7752790/pexels-photo-7752790.jpeg,https://pixabay.com/get/gafe337bfd320607d1ddb51ec9fc3d15ade73394783364a6fd6979cb96dabbdcdcacce3cd13bf7fcd49fdce8413c5eb74b78f00bbb3077dfa5656fd1981545531_1280.png
SEISMIC,earthquake-related,earthquake-related,https://pixabay.com/get/gacebc528c4d6b9a553182062e83f2731fa4216cf5a48d2e48c88e571e42d5674843051d363c4fb88f1283975d8cca510015a79d80f3c1ec694fd2ae73a01d422_1280.jpg,https://pixabay.com/get/g363529f63a0a8ba90ba7066d3da36a08e96882d679c232fcfc01242695faa3ce394ad0225bcd2ba10e0e34686fc2e7dd195b599b09112b6b15eb423aca75fe76_1280.png
SENSUAL,physical,physical,https://pixabay.com/get/g667af3e5d782215d5a0968d4503ea46d997b51019256ed0679499f25c7af8280eca64fa6c5e3662f549f6c11f4f9d32e6e54d637009d8de719480581e4a31023_1280.jpg,https://pixabay.com/get/g1296179b7513678bfe97837acf162982b12e557478acfe3bfc3e68838bf1454f42388930fca6a81a7932ff06ad49042464051a1524a13c456d6953d2149f2942_1280.png
SENSUOUS,pleasing to senses,pleasing to senses,https://pixabay.com/get/ge8891eabd117efc81b51bbfe1942a7b7fb1025f5a0ba25c2ffc8c731771ac69f00956ea75954fa3742071b0c8de612821fbe37beb457247dd34940d7c989e55f_1280.jpg,https://pixabay.com/get/g593120f9e7141957bf0a0797bf92b784ba50528bec655ea8f4b220bb6f5c24e33f3d48767700f664131414a99b30c8f6015c3de369b123ea712b33b2b1ad0aea_1280.png
SENTIENT,conscious,conscious,https://pixabay.com/get/ga689d85d430cda1a71a48be4bc060528cd0d253012e14c253c5b80b5963560a9343865f2b844ff9ca43c746127a8018d53f1c9aa25f62b1ec5abb87d645b11ef_1280.jpg,https://pixabay.com/get/g54912a05681eb4495961665c76fb154ca51b2cdc9a35dd3a42567dd6d77fc2979f32594d087397ce7a5fc665249514b0149f0306c907db1968263266771d34b8_1280.png
SERVILE,submissive,submissive,https://images.pexels.com/photos/6756378/pexels-photo-6756378.jpeg,https://pixabay.com/get/g4fca116335a85955c06e5042c1179ad79548a78336fd4a1ca7af83cd7827cc9af2b03f4dd3a99a1a48499e2dac4b612a01b0159c375c873e9d5b78740bfd4b3e_1280.png
SEXTANT,navigation tool,navigation tool,https://pixabay.com/get/g0a47c1c62928cdf313c82d0b9e9b3ffa0a6c92e672e739e4200a006cbe2b14d259c7a96c58711c6944798e0379ebe79a956f7ebdf2dbd1eb38a9401612f04ca4_1280.jpg,https://pixabay.com/get/g0cb31996a6b3bec9d88b129f0651120218a0e507986f3bab68a3fdb4978f530489736cf23dd681234bda4028e90879c82e55a492eacbce43f121fe73dcf394a5_1280.png
SHARD,fragment,fragment,https://pixabay.com/get/g6df91894383edd9169044797c68f4e4150e56ce2d15875b4e5e43c13ef19b62a768c7920db6786867513de1b7692c63cba3b44d268bd9f44d83c9a92c7f96fed_1280.jpg,https://pixabay.com/get/g0a58c36e5d28ea6684c6560710eb3422433d08ee3b668c3642a60c533057a1434e775f7d1d53875b456a0244d33dcc9b9f9a681be18e151099904e347a68a66a_1280.png
SIDEREAL,star-related,star-related,https://pixabay.com/get/g9b75a2c35046a3bdcc3f1f0e6909fe1cc408e8f94670cdbcc4f3594077a19ec687ff658da13bdf7dedd08ffef3280b099b3e9a848ca909864217722246e30582_1280.jpg,https://pixabay.com/get/g698d410d4cc9c4a4302b74337e38d372e1f6657fd2325ec96c2fb216e8b8c6d0c16512e44b13543ef2ded6c0f7a6a626135e7e09be300c28e684dac69d66c525_1280.png
SIMIAN,monkey-like,monkey-like,https://pixabay.com/get/g2b37c98dfd0fb9059d336bc7dd6ded4399fca6b284ef0b2c01379dff4f674349197ec51d45fd537cfaf8e9f68e9c54eeca2aca356324b7a9758624f2b71d2cbd_1280.jpg,https://pixabay.com/get/g358a6eb2b224ea33771afcd7e464e6eebe7d315d882a6e9e913f80765d7f03d78f27c8cf6923da2ce705437e2aefc80906c57661c2c76917edcddc619e3efdfc_1280.png
SIMILE,comparison,comparison,https://images.pexels.com/photos/36680544/pexels-photo-36680544.jpeg,https://pixabay.com/get/gbd3af930a124fdc6d73738719c0eb1c4d25026b72c1153ab660eb5d40f82325cbbe4d7d059787a689aa78f7f2ab21a66e9c71aba5355975213f213f713898209_1280.png
SINECURE,easy job,easy job,https://pixabay.com/get/ge9f2f7676ffbc9fccd9fad0af524142619eed7c675ad34519522f1d3de30a21c58c3699e01ba96a6920a3f27f4f4077dbfd3045f61ec1fbce287fbae1586a4e0_1280.jpg,https://pixabay.com/get/gc2d03a4f1eff1ac3e261ad56c7bc7039037ad95c42869f747f7fab5b9095b4aa6fbf9f6431360f37317acd0c35158583908b2399fe3b4de0bee3a2f51eedcff3_1280.png
SINGULAR,unique,unique,https://pixabay.com/get/g406aff823667581abf6029d183450526fc4d2d46ae4f8f870624942a8b426db12e95f6feef22eb5f9dad011782b1b09d7a8370dd41b9dc84077dc585be58eee2_1280.jpg,https://pixabay.com/get/g82edd570d4e6dfec9877aa75879c7844159bb204574ee8396327c1941084d8d04bd94695e48d9cb3df02ded2882c7de938d4e76290a462db6865d1c11dae2d1e_1280.png
SINUOUS,winding,winding,https://pixabay.com/get/g73e09604d11fe688e12af0a01d95720498d898ed2cae12cac10e73f384ba6f20109c1cba5b7f0532695ebf21abe3be15d586025006b6cd9909904b88158ffd35_1280.jpg,https://pixabay.com/get/g5de424c4dd2632971be6a38e40b135120e7ffd1826e5f3a738271efc0b7c38a640d2aaccf6b2de1bbb18b45e115d27e45f8e0cec96b90372e7652e020a31f9cd_1280.png
SKEPTIC,doubter,skeptic,https://pixabay.com/get/g0a9d5dab3f982a8ebc789ed97fd384240e32120ddba0455ab299388b93429600dd18e3665ea6b295a26bb58b695e2e0f26c7c743cedfcdc12e4422f38a8bdcc1_1280.jpg,https://pixabay.com/get/g42ecd4367aed74dbf687d9d3588387367239e1d7127e38753a2226788d3713defb0f08625aabc0be363441fdfab8843ec33eab8e74b317842d86fe065667ff78_1280.png
SOBRIETY,seriousness,seriousness,https://images.pexels.com/photos/1689709/pexels-photo-1689709.jpeg,https://pixabay.com/get/g2af02c1c4da861f002f1f01e81ec8abc6ee8f7d56c5e4c8b395743ad148e1e7d5a03df41afc8095a816a63be07c70b0e1012566db42c3e73450bf0d9195c3dec_1280.png
SODDEN,soaked,soaked,https://pixabay.com/get/gcfd14ab1e5deda51746f709852a6817c3d26bbf82d0b76987fdd1ae9c42ba54ba86a3464c0037353b58176d90244ed262dbb2d2b1b1987017ba51e8273c48219_1280.jpg,https://pixabay.com/get/g78c39a56af53230a6e30da0729746fd62b6fd9f3aa018dff8510bdf60caaa182ab00e8483745563a955f3903aaa2e3a08674079b56d6e81bf1682dbade2637ef_1280.png
SOLICITOUS,concerned,concerned,https://pixabay.com/get/ge8ea6a78f5516d5db5d4964ffcc3c88cff6e6c37e39c030626274f5593ef259f1109b9bff3a31e34a02f06c6230448ec8a67f01789806f5db2d3afe368164588_1280.jpg,https://pixabay.com/get/g4d84b161a7ad16206c408e9d474855a73f9957a46991c1c9ecffeaeeffa05230d3debf5944125f8402353304eea89f53166399fd1d709c9fab9aec3af1d5a993_1280.png
SOLILOQUY,monologue,monologue,https://pixabay.com/get/g6f4bc7f5b9d8cddb7278dbeab2e05c8be8f310e1fb2c274670d8f697d9bf3f007bbd22e613a0cffee183ddf0b3843def7db11331c695ab6127b150a5b6978472_1280.jpg,https://pixabay.com/get/gf3ed37c4a0176ca0dee4fc0ab0eccdc8b007cfa21773a24979d140342c55940a3a6c0f663f28ad83d894b63c744f96e8f7fe0b7bb777b9ddde44c26c862fe4ca_1280.jpg
SOLVENT,able to pay,able to pay,https://pixabay.com/get/gcee2b8539d4c9ddd9018e6af945b021196175c0718f3c2785ff95c73a888391243ae19f20ee4c4c2e7f7af4c3986b112d4b85b6731409a381c1844d2a3b48c61_1280.jpg,https://pixabay.com/get/g35853ee18d0c018d6fb90c36bb13bda001f5073420c3cffbbaba0f499eb318dc4302d117214e2c22964c4c19c8ff21e9dafb957fa3202ab80fa155effaf70426_1280.png
SOMATIC,physical,physical,https://pixabay.com/get/g42e558a450d47bacc186f2d9ca2206fb5bddbf629e27212a59a41fb4e6dc6b87619eb4087a8ad21eb29c0cff03746e5f2a0dd33c759a730aa46aec5192df4d1e_1280.jpg,https://pixabay.com/get/g50840c6242ae17d1a57a3cab9d63ef84aaeea1cadf77ff8a766d4ff7866be144672b28d34a48926f48ac71aef59f80060197fd810e38797b46dc66fe595e5832_1280.png
SOPORIFIC,sleep-inducing,sleep-inducing,https://images.pexels.com/photos/9226780/pexels-photo-9226780.jpeg,https://pixabay.com/get/g21f09b8ca2140e284b4229a2fbeeca548d12e5021c9e6b2d0e3bb5da7e10e4378ff1bbf9c30a4d10fb1b1d90fa4de702ca0467a6565a6a0cc885bcb07cf14154_1280.png
SORDID,filthy,filthy,https://pixabay.com/get/g825742e1ee80be803e6af6c1432019eac944cc63fa4849f00b6e7b1a48a8fdab2cc55039683f45c084c1d48697b59b0502f93b7c4ddab8615e2f5c944f74dcdf_1280.jpg,https://pixabay.com/get/g22514b9d1fc1077ffd4b8b12c131bedbad096ae0c31c78db67be86e2ecef8797d658c4c9d1b8bcc8487ec7afac081d6931f9f9c922eba304acb7c9dee68ffd84_1280.jpg
SPECIOUS,misleading,misleading,https://images.pexels.com/photos/33224135/pexels-photo-33224135.jpeg,https://pixabay.com/get/gca65ba7619ff4c43b1a6b3b55f2589c8e4b8238add5799f9c978ba7bcffec0e1dd363d05436abc25112afe8c82563e2d2dcb4607ff8e0577d0b375fc86cee693_1280.png
SPECTRUM,range,range,https://pixabay.com/get/gdd66673a249c21b3854188cc9dfacab98ce31c29517ed34a3d5d0e8c66872957e33db4712dcd196815e279115f9fdbdb31c8412f3bef4a08e6784d12ba8e6bd4_1280.jpg,https://pixabay.com/get/gb13a6681d21416f4f5792b650811980561cec1b45cf23a0a3d0ec082d4a9ba146b9237dd71ea1637cbe6fbb87ddf01dd2999ef26379182ffd4a0611ac44970a7_1280.png
SPENDTHRIFT,waster,waster,https://pixabay.com/get/g45c14440f8fdc179c7350195c7562d9dd38e9116a42af8e2e48ded93e31f87f84d2b144885bd51639349752541271f9186d7d950cea39e36d4d1504f396648a1_1280.jpg,https://pixabay.com/get/gba7097d40758d82390f183679a1963813e1f2ed0d2f2ed2f99ac849c113b8183c513e755ae2cd2daa7151a20e4c6adb834e5c530b8d1356d5a116e8918280c6e_1280.jpg
SPORADIC,occasional,occasional,https://images.pexels.com/photos/30440152/pexels-photo-30440152.jpeg,https://pixabay.com/get/g2dc646712b4bdd266d4ba6802fe7b854ea77421ea1678b8b07834ccc4070b5e5afa7e40e845d2f417f4da922c5113daa8a5bf1d3ee74eb9ad387beb529309bd2_1280.jpg
SQUALOR,filth,filth,https://pixabay.com/get/ga0a4de6593c396a2c63231885b6c64df32fd6f9f87c2cdbb99be099c5b6346557dcd955153701c11aed168ca464f527e3fd839da1a47d379d493e388ded85879_1280.jpg,https://pixabay.com/get/gb9d5ea659f500e25e6dac89055c5536fd4a6d3e6b14ddbe00e489477bbfac4810d622cf8573c15562f659dfdbf62ec39b55223289ab74a7d5ed9b56d7ff94edc_1280.jpg
STACCATO,disconnected,disconnected,https://images.pexels.com/photos/1004343/pexels-photo-1004343.jpeg,https://pixabay.com/get/g62ed7ad780d8eb0ba72134d8e342b9d4055f25918494d6685367dea278e30691cca35173df912048289f4e41e9f4c1564cb7fff26a2c9409ab6ceddee87d8cb6_1280.png
STANCH,to stop flow,stop flow,https://pixabay.com/get/gc282eee3a0c4575fdd2875b5c4aa559bd5fd2c504783d8847a5e68a889635c7b80c0085c6f8538eeafd3843972e1f51704062789aef2c63385d359623114aab5_1280.jpg,https://pixabay.com/get/g33065017517c66061a83bb827fdb1c50742ee0a93f736e2bfce34e8a147bc2c1a6716484f011b38a3d310fddd6c8178eedf810aff1cd19912935a8d387d91d1b_1280.png
STENTORIAN,loud,loud,https://images.pexels.com/photos/12306437/pexels-photo-12306437.jpeg,https://pixabay.com/get/g05bbb7c2ea7f061676c08248752345e891b4fd36c1c2244092c9a059327721e29797d660710bce758ea27a60dcb7aa3912366c96f1d7b50cec7d5a00c9ac4609_1280.png
STIGMA,disgrace,disgrace,https://pixabay.com/get/g1471f861a3ab217979468ae5fa494e387b5d367fca5dc5d28068dd0a2dc56a6fa06bcf7388cf2402b1479336830133b265edab677799d36c40b9ef8e4e3d472d_1280.jpg,https://pixabay.com/get/g66a7b3bde10a9d2a8d71c2546bf6b72b9f4e4037e3a4f6c2f4feb9a861f427bf81ceaa2c6a20f153f8a89b18a95151a1d276cd5a4a4eacca96ecf3695062485e_1280.png
STINT,to restrict,restrict,https://pixabay.com/get/ge97be4e3df29922b2cb37c5fc419073b685d707b31cec1b02df658bfea465afb475d630a87faf0ca21e1afb1d220d44ae993d72ddc8f5fbb79c04829a3e460bb_1280.jpg,https://pixabay.com/get/g8de89a5eed630633836eda76a57f600c7a7489e884faa7d6efe31dd15286561c2a67efe2380cf3a98d8ab26a6d38b805a0715399b713872a2039ab01929d3456_1280.png
STIPULATE,to specify,specify,https://pixabay.com/get/g03e0f76df3bed06263d1a04e586d2f9ae90b3bf34e0f90404c86ceca7837c8c7c8601a2d23872ba7c3cfdad91806dd19a0790c9a348ec209127aa092401a3fa7_1280.jpg,https://pixabay.com/get/gcccdd6c40fcc19308414f769b265b1e536c013209c9dff5099ffb1f927b8beb201980b8fe88949c2b047fe91e77ca8d0cd7767033bff777e782d272340b22664_1280.jpg
STOLID,unemotional,stolid,https://images.pexels.com/photos/34955116/pexels-photo-34955116.jpeg,https://pixabay.com/get/g3d776984ddf727d3bcc451bc8c820de6078475b1bf586346c9f6a9321404ca7886b808742ace8752ac751e55114aded0ebae0a8adeab628be20b6a7e0b2fcbd7_1280.png
STRATIFIED,layered,layered,https://pixabay.com/get/g1f8231859525002ebc50e82d3beb06f92e24677e95c59612e51c93d942a3440caa368ac127cd7e9081cf7a3331036199b16afb173c79dfc07b2a165d86e09f84_1280.jpg,https://pixabay.com/get/gb6fe5ed563e1f0fe69a94ca4daa3162de4553963faf4acea11e87db5181dbf5a7cb3c9fdd525493b8acff5f62431697eec5e15d9c9b54a1edd90503c569159d7_1280.png
STRIATED,striped,striped,https://pixabay.com/get/g7bd8a4cd92e8b9aa801a3475788e249689be2417c47b7546ad99323a8242e45faba4d1a7ba9da05f6296a61c560c6f63455868e6a5bd182412c57695dbdb5621_1280.jpg,https://pixabay.com/get/g69d4249fda2f20273d6a00b16c0990ba17fd406b1a8067b4c553d1e9b9e70e675ba2f96b64b7482aa5c4ea1f5fbdc80de13d285b43fbe53ff73d16cda15c5013_1280.png
STRICTURE,restriction,restriction,https://pixabay.com/get/g0696b23a7086762600cdd1093bcc1e251cd5bf69840c7b3d3bb95be59b66fc4e1a0f6cd26cc83ba1aadf0fd946299abfc692a278383679e490da0f7b05435107_1280.jpg,https://pixabay.com/get/g05fe7ddb2b96fd150e9c7ff1c438b22a0cd59f87b29c7f49beee71c299f5f38167abf8a9a4cbd34760cc5a9a2d468f41fe962f4b92bfad492ba84f5d20c5d986_1280.png
STRIDENT,harsh,harsh,https://pixabay.com/get/g6f3fd2455008fd83776db63e6c26755e5cedbb2927119b22f6ddbddd1c69157c876b5ffcf47bb1a2e8d6d5092c520fc848568add90c9e47dd93c8cec6ededa56_1280.jpg,https://pixabay.com/get/g0997e1f755e7070949af9b2d6116211d867b738e0df93277d725d70dee15f630d6492eab6bbb34caded78ab68c48502b3a96694b5467343d8b57eef7181b5744_1280.png
STRUT,to swagger,strut,https://images.pexels.com/photos/27298414/pexels-photo-27298414.jpeg,https://pixabay.com/get/gf54278ab569d30994e5c3a38330694f88ba22f273c5115d6c751e31c26e1cd861afa546ba5a7b43d28c7da0221b7d59fdec96e8b5ff62ee146bd4ba64d19a004_1280.png
STULTIFY,to make useless,make useless,https://pixabay.com/get/ga78bd5e4dceee2b828649f5478cb5456039364180d56d907a592bd2e79fcfcb393b13bae8d2a43337bb540b7f06e221df594cb34b2c9fec9f5f7b8d556a20d8e_1280.jpg,https://pixabay.com/get/gaf6561782d006b9dc31e10b2965d0068cdfdde930ff0a35617106b0d7afdbee744701758374d41c4691ce1ae0b4ee9bfb54c1d22b78c2179eb55acf269d697af_1280.png
STUPEFY,to amaze,amaze,https://pixabay.com/get/g4d49fb953c11f531292ad9efd74fd1b1c034caecdda5bbd7f7d4a804bdc8517e132ecc26edd2a947acfe8f5b0e4cb67fb4e2e7026677712182bb816a0fafe5f7_1280.jpg,https://pixabay.com/get/g7a490db00217fdd436a6773a11d900f9a98ea76ec833105c19fe541313fbc518b56957c97a9fec0893c6f5ec5683a27340ad47806049a45c94e991828ae99252_1280.png
STYGIAN,dark,dark,https://pixabay.com/get/ge9efeb4ffd52fe570972b14c78a88070830f54cc2290b00c62a2e64a9720d60efea25dc3f6d73ee22d77934f48037dd63a664369c03c16347210fe66a109f111_1280.jpg,https://pixabay.com/get/g406cdd853854468de693de11db7881d925a2c865141056ca8891160e6f1803811ea90e491a44402c7053cec9b47dd35191b17c3a54f98c48a8a436a908059d33_1280.png
SUBPOENA,court order,court order,https://pixabay.com/get/gbab7b755bab4fc80368725b65fb76dcb4087d2b1bd2adb6c5df90a8b2c48b824d1ef0e6b2a9d273c98e2f66147cf3349698f0dd20144c99f2f32bf278395ba4b_1280.jpg,https://pixabay.com/get/g965a4cddd53744b95509f770757eda1afb93bd63b22ebfb28f5b092b268a49daf76e29d1f8b9c6c3ded931ce88bdbfba84fb8f8cfb3362ba1cb40b9d8c7ce01b_1280.png
SUBSIDE,to diminish,diminish,https://images.pexels.com/photos/2480397/pexels-photo-2480397.jpeg,https://pixabay.com/get/g219c5ef7310bfdb20cf5e72d6534c8b2d05fff7c3bfe7c5fd0d72eb57cdf7cd1e5ae25b0602d1d8b717993bd7402a4a8a56bc8ad12bf3c5c0c44126e599fcea9_1280.png
