Word,Definition,Image_Search_Term,Image_Link,Sketch_Link
SEASONED,experienced,experienced,https://pixabay.com/get/gcd4dbc41d1a0fff2a897af749f3ffccb17135b5fbfd98d590c163296dadf03d87c38f52dd86a79b1127c154223d2b88fd7f5134765e3daacc917b71feb8403c1_1280.jpg,https://pixabay.com/get/g33e67e65215d48efd6a0c2ca4a1f9bc9eb47593df7da0044686194c71dc7bce21dab74f24ef647b0148bbe09e66981349bc8faa0cca9598e831021b145fc4100_1280.png
SECLUSION,isolation,isolation,https://pixabay.com/get/g94223afeaf2ea7c1ccc221e741e5d9d1f0d0878bf04da533e323ad76708e71cf457638eb3e02c8e025545b00749b10fe09f30fbfb3735a84fdb0ddb3f327d3c7_1280.jpg,https://pixabay.com/get/gca6a0f7032f926e5ba0ab26fcbae4c6a6b2a597cc36170b86d1a6614f3b83363e97113a3bf623b1e2d8ca493e445c758df5983c0e85d8c4e69f1686b16d4589f_1280.png
SECT,subgroup,sect,https://pixabay.com/get/g8e207c2aadc38a33058717a344e1529e742e05aa51717379b8c7817f088de6dfcb76e303069e0c2a6267a5324af2f3b712d32880efa3eeeab0b7595af694507c_1280.jpg,https://pixabay.com/get/g8ebbe671d21ccc6297c1b68558599aec9ff97c2f1fe299e42c729077fcb33252cac735ec7d7c47b83d1727586aa49e6abac445437b5a3ab8f14482c5cbbde636_1280.jpg
SECULAR,non-religious,non-religious,https://images.pexels.com/photos/32310903/pexels-photo-32310903.jpeg,https://pixabay.com/get/g5fa6ba52c84f205a95823054a251ce7db67f54a5d7c7bbec34d913db90fab1752712bae4e6d17a7e5c0b3f0fbd33a91858b4ab89d2b05e18e1b2b567bb42c439_1280.png
SEDATE,calm,calm,https://images.pexels.com/photos/831904/pexels-photo-831904.jpeg,https://pixabay.com/get/g8f2077c9a3766502acb53c316d5b4093c64fe6761a17e9c59ba286e492ce001871ad9d85deae2d38aaaab4b3eb77ad57fc7efbd01e54e7de29d17e52cf788f39_1280.png
SEDITION,rebellion,rebellion,https://images.pexels.com/photos/35366862/pexels-photo-35366862.jpeg,https://pixabay.com/get/g5a66e2cdc5e1bebc5f381765f34a31ebc97adbc38baf62410c125d280ca0bd5ec047be7874e00c1d194c68c992cd4d5d931e8c19b69e4feb072593f04819d1b3_1280.png
SEEP,to leak,leak,https://pixabay.com/get/g1af99da17625e5fa47e2375bf69d4d43424d004a729b9968210f52193168a2a86426f9bc49104b13f7dc7943212e6c23a0876bd08538f54e2e3aa52c19a4513c_1280.jpg,https://pixabay.com/get/g15c8519cf52b81f366f5e2fb0ba69f6365e73ae914307498899e79c935d4971a8c19425ab2c029c129736ecbb5d78cde_1280.png
SENSORY,relating to senses,relating to senses,https://pixabay.com/get/g4d52f6e878e0fcf3e9cc679c50972bd45ec4b18f838121d124d887617d464f3a395798719b6f4264c7e74cfd4318d835cf8d826f926d093a3415892daf9f68eb_1280.jpg,https://pixabay.com/get/g7daf704f9286825b4f350980b671ebafeb528ebd504f6a8bf42b6514671e850ef24aaa9897268d8f3b7aa304d581e4796eb45b6077e73bbac2c08ac9b64968b0_1280.png
SEQUESTER,to isolate,isolate,https://pixabay.com/get/gb08c9437b5ebceb25436b8d9b055f04651b7b15e841a85b6b2a3b45a2b33e8edd6302447f73887d5f6a7335232984901a4959c27d06e517d52ab0e5b49ee747d_1280.jpg,https://pixabay.com/get/g98e494f90b6820ca82a51e8a71518547fda759956a08846a95c9858fdef07a2605f95741efbb8172501e03ca7a1c1c19_1280.png
SERENDIPITY,luck,luck,https://pixabay.com/get/gec88767408d0a77e94dd6dce94ae3a4241ccf81c8af157742f8fe7943cce22771b92e7302b25f59f290e4f784d7dd88e4d09cab9e45c2658565ce595881962de_1280.jpg,https://pixabay.com/get/gb84b3a7965872a17fdadd41cc02fc710d85948727d24e28b4fe28993876f57d7632b74face8830d90cd6cdccf8fc41c15efa81b7f0d24be40604409cd2a6542e_1280.png
SERENITY,calmness,calmness,https://pixabay.com/get/gfcd2c42eb7afd81e85e8532bceb03d2ad87a171781016dc481bb1220aa5050beee9be13f94353eb3519747765a39020c065310696d90d1eecccc19a02c88b5bf_1280.jpg,https://pixabay.com/get/g2d343b09cc6f92281b0e06245f1638107f9bd23581cebfc2d53ff27c2573430a0a8e638db302031814cb2357e2acd07fd169b1ccdc04c4cd9e82cecacea825c8_1280.png
SERVILE,submissive,submissive,https://images.pexels.com/photos/16619723/pexels-photo-16619723.jpeg,https://pixabay.com/get/g6e8c5d0f13b79a56288f11c17aa780cabae306a1fba611da5dd1de7e5a328d0161ca8a180c44cf4dfe283d8c8067800e3665c55b2df6ded206a510644ce8112f_1280.png
SERVITUDE,slavery,slavery,https://pixabay.com/get/gb9522f681d608689539724309002eb2310975a937825096ab75f24db34b99adcd69fc1c492a9d8d8239984785a231c51b2d278f0c939c83028b028f64df8d370_1280.jpg,https://pixabay.com/get/gb526a0cb4eb5f77e4c75e61b5e9c0cb9d62fe706f84a183e9f028ac53b695196a92199ed144814d421fa25c2078ccea05c64080589247683f3a6108234f16137_1280.png
SEVER,to cut,sever,https://pixabay.com/get/g989d33c25d68e45e831c7e6150566fe96b9555c46af95024dd5b07e2b2c0ec6c0c1b4c4c7acb00b1eb11b297cc09aa3bb88727022f046e3d2aaaab0c551bc6ba_1280.jpg,https://pixabay.com/get/g73fcc8858f7b864e027f1bd60eb95d3eac6bc8a67f9274fbe126bfb61c1416df2e68880d2c4926994127d7fb8b86f0fb198fe46c374771b708929188986c977b_1280.png
SEVERITY,harshness,harshness,https://pixabay.com/get/gef27870e519f899514e4b76ae49d9dc9718af9087fb41799748c9dc719770dc3508ade26ef64eb4eb9292752e29f629116fb2e22a572f32f101b1f73562ea925_1280.jpg,https://pixabay.com/get/g46ead2d57a8b50fbc0a62494e649d9541b606be0560ff043a12a4c4fb67605ab5dc14831cfa52a3a97a43a5ba5d153c700635c8309a036bd11c460c345bd36c1_1280.png
SHACKLE,to chain,chain,https://images.pexels.com/photos/13325931/pexels-photo-13325931.jpeg,https://pixabay.com/get/g1caf3718402f86c93ddf03dc8a9cfeb63c647dd998fbb103280e48e3d18fbd6084cd0465283be14ac93c344c323d5e42cc60b39b64d9e2c978799e66c3c9e0f6_1280.png
SHAMBLES,mess,mess,https://pixabay.com/get/g4d654a0de9f9b883efc5e5d4e7835ba05b80ff56847cb64ab8364db3e0d3526e0551c380d10639a5621b105c2d564529d21eafe5ad2d52735f4a4c6dd59835a4_1280.jpg,https://pixabay.com/get/ga00b091f47ef05f137c451102fc9fedde46e6451f1eb86958f0d61345fbb488722eb11997c0295b6401fe57f7e9579afeb1735af7a60c5d0b30089f51c358c32_1280.png
SHIMMER,to glisten,glisten,https://pixabay.com/get/g7d697f79403af3978eae4f9df4b3ffb3d3868b77b1fde259880255749a7c09781b328937d7eff3dde1063bca56dc4282e5658317abe9378171b6e92616587390_1280.jpg,https://pixabay.com/get/g08284079aa79a403e6c31bf4728eda8036a57d070e00a4adf8fccc99edafa00d6d09d7142de987d6d816ddcdb4f9f830784e9f67c610b0eee042a40a5f05d349_1280.png
SHORTCOMINGS,flaws,flaws,https://pixabay.com/get/gd854cfac1072f6752b3c9ece79bf76d579589fc420b92b698f274a8154ab10406465e24e60058869bea3eea194172b6b41a896be515755370c3f098ce8375e34_1280.jpg,https://pixabay.com/get/g69af25ad9cdb09502444745755984e020f6470fef59a91549b621d5b5b166ff1ca85bfee53d6eeec037103a9de2f9f3de50efcd9dd8460d8b0e0ea97d4deae01_1280.png
SHREWD,sharp,sharp,https://pixabay.com/get/g3afdfed9caf4f6918e32e931c86429f09d82548c92872fa23dd16829792be58bf8f8b741b8806b560cb752fee4eb85ac01565d103694947a58335f2fba789469_1280.jpg,https://pixabay.com/get/g9675d993c81e3eef5f1188ebd6695409cbbb89fc0479d1fcf47b38da35e6af00fc89a19ee7b25591656862ab2eb2e1b66d1ce8db996f5e93789051f83955b7fb_1280.png
SHUN,to avoid,avoid,https://images.pexels.com/photos/3762802/pexels-photo-3762802.jpeg,https://pixabay.com/get/g0b90e3b7b79c8a6ef0009eda19dba9a1e60427efcdce93d1c66a8e9dacad321303fc25a4aa370a4af19bae6d1992ca743e4d5820ca88c0b1f4e2f53ac3cb0d22_1280.png
SHYSTER,dishonest lawyer,dishonest lawyer,https://pixabay.com/get/ga59c5d22eeb99df91e7568b85800c25e59232ee62fef7c5211baf95ea56df12d7f45e0b1e50658d5fe04eef6a79ec5a51d2da7639ea9a3ba052e228bd0421808_1280.jpg,https://pixabay.com/get/gd97319877e8490ec195b57863bd23f1cd15e107bbe11cd7fce817b04dc7c0752aa7e4ad4725b97c48a5fb900337f566153d7a28f4eca1e39182d9025588cb212_1280.png
SIMILE,comparison,comparison,https://pixabay.com/get/gd7085ca65ff8ca22ebb3d65be347c3162c0c7632e94012091b88997de18322cd4719214db558e7ccc166831aa3ce201c_1280.png,https://pixabay.com/get/gf829055e9e22cbf485a1bcec1369bb561d364589401ceb2b95792fa903bcf4ebb11ddcaa73b9b1fd7993b43ee993b44512b6cc4ed7ff06e7dcfb6bda9ca48a83_1280.png
SIMPLISTIC,oversimplified,simplistic,https://pixabay.com/get/g25cc25be8105717aa77891181498d9f5626eb522484b5f957980644646c9401305236947508dec6dbdeb5e2f86a067e0712f1887a76ff29d2704cf7f52299b59_1280.jpg,https://pixabay.com/get/g9d817b202039c8dd00814e3624c9f254996f5e36ccdb1aa478c8cf11303c6881966406976fa866218b147750bbf3345ce03c8695ac1055e3e76b07dbe9141f3f_1280.png
SIMULATE,to imitate,imitate,https://pixabay.com/get/g304c202bfeab19451ff9331842b5a104881f7e4c6a653f90b3ef4a54c72ec8ce25ba02f5976abcf1854a9de27a3b6d1cfe0eac956550cd30e84ce484005a9145_1280.jpg,https://pixabay.com/get/gd521774946ca9e3d023ff3c3044d41eef79461a0f568fd895c1fa79022bde3b593d37e73a772fc9399c73402c9afcae81b0e69378d08585ff0e890896d3506cb_1280.png
SINGULAR,unique,unique,https://images.pexels.com/photos/33798263/pexels-photo-33798263.jpeg,https://pixabay.com/get/gf8d2758193dbc4742f0c221faa6771c11e537f4da1609cb57c2be194a2d04915d093e86d67b95ebf1ea13801b11f018706662fe6bed71e96bad07ea0dbc413f8_1280.png
SINISTER,evil,education learning,https://pixabay.com/get/g62d6b287dc2af5e05c8ee93f924961b021aa7d6e9954dfdcc2612089f0055c305d3bda562516c7ec6cdfff13a75c5808f439b763184eba0d57a42ed0c6938205_1280.jpg,https://pixabay.com/get/g17deea0c0eb3764525a513eb278c8dd49f6e3a388d9090906764bc620da6578dd03f9d69585851719fd2c474c221973aba4ffc58c5c81c9667fa8bef2236dd62_1280.png
SINUOUS,winding,winding,https://pixabay.com/get/gb84ca9356caf1bab4e54b7600909c8be1782f96d5c3de7b000f3f68b1c3afc265484048763bde59b70558debd0148bd44d6a694060543732467488963d13ceb4_1280.jpg,https://pixabay.com/get/ge0ff910551f6d5f79beeab2bc17f332a3947cb4a223964bdb18aa4a488423becd46076e4da72585840eff6756d95228aa2e45780499d4882d2dc0caf2ea366f5_1280.png
SKEPTICAL,doubting,doubting,https://pixabay.com/get/gb143987713adad7dd48481971f568e81f0c1ab1d51ce6db82ee78f6823378ba1df860c28134f6120d703645e8f96aff7c6997b3da6ddd30b83ba66bfb4e4a007_1280.jpg,https://pixabay.com/get/gc2b5ea74701d38317029fabfaef6d8ca97d6161aa64f0368da3363c3efcf1b208b2e423cd9b5ad0e874da3c2caf4a80ab5c6cf1d329d104f709ef3e2c077d4a3_1280.png
SKULK,to sneak,sneak,https://pixabay.com/get/g40aee31b3b797562c57dbfd1372df0cd5a3c9c5afa94cb907ee73e32279cfd25976d23486a3b30436ae23be5103ced5494edb6e26ec939e12ca1e893176f9b50_1280.jpg,https://pixabay.com/get/gec66ef488cfe65f564b7fb80390dcc0bbec8cc5cf132dd7e1035c043b34bc65b438aae628d300826078be31844d47e4ff916d21008afe5d13b5911a42d2fe0ad_1280.png
SLACKEN,to loosen,loosen,https://pixabay.com/get/gab2b29cff271f859503bcd35adc52315e3894fd6f71c6095d42c0847da6f2fb02584ad46471740e51e413042b84578af7046b86c934e95e225171807bffefe66_1280.jpg,https://pixabay.com/get/gf0f61c14d6227563c6b974fa7f41e0ed38fe320566e8522f1ba96b11d8e27c7761bde308246c26f9070286572ebb75c9_1280.png
SLAG,waste,waste,https://pixabay.com/get/ga4cd0be6d0732567b340f10c4fd34d2e4b571d491ed10e231c78002b59836a8af6132e663d019ef6123a5989b89fa61fa6ce994abc6c7215b0fed76c3af45699_1280.jpg,https://pixabay.com/get/g8925078af0ef6f2dec675ad9f59e0559ae91deae71970926b4755239c3fc9cad8d68e584aaf6bb5634cb1bf619b240fc898bbd58e54da65454407a17e5a273f5_1280.png
SLAPDASH,hasty,hasty,https://pixabay.com/get/gbe3cf4c00a6c23fc1fc14227488b66a1834ab680381d53e1d348b285e01551d93f68407ca08336e1e5d9abb7524e03bc8fc6d93185c4010652aebf55b622866e_1280.jpg,https://pixabay.com/get/g34b4e71110f92fb618520483cb081559c809e1ae30c0137735881b9755ff50566c28f415482d45b16a51056ef43dd8fcf43e382e8d30c3467c46689e0a972dbd_1280.jpg
SLATHER,to spread thickly,spread thickly,https://pixabay.com/get/ge10723eb89cb20b9f23a242ba33d4cd1d3e3cfb931bbef63f2296a5af5568cd6242aeda847cac31cc8fd213ae2581b25911670d9e88ae290d75bf5b8ab0d5e1c_1280.jpg,https://pixabay.com/get/g2db291f3ee57361495bb984b2c0421c8dd07111bd0c7fdcfed9df4d568bac9b71d537698635da2363d5d1a88b71852f80360f38daa55af128ae0ff8404746392_1280.png
SLOTHFUL,lazy,lazy,https://pixabay.com/get/g1bc6d4a4aee7afa447a837c915bb305c8c9aef841ac046c117a96a3c7c396fe0969927d012d5531f7e810a85afd0a558e98672c411d1f4ef47b774479767e211_1280.jpg,https://pixabay.com/get/g3fdba04d0b335a6756d023e8c8e3bba8bed03515051e9fc0bcfe48062a39a9ea035f71d86552ec1f95e8adbd68ac56e882d950b15b7ec8d74f9a2115c054f4a8_1280.png
SLUGGISH,slow,sluggish,https://images.pexels.com/photos/18625039/pexels-photo-18625039.jpeg,https://pixabay.com/get/g37c1c0406f39eea82cdb8ec3eff58fb99b45666eb8e4423d625cd7874c8c35e2a068a2a548da8d0962c3274017a665b57c55b0ff400a8f0bf8c0efc865f5ab88_1280.png
SMELT,to melt ore,melt ore,https://pixabay.com/get/ga0a4ef6ddb7e4c9d48d23df558f0c75dfd2bcf551389e38f857b9221cfead509f107ce2cddf47b03c8d7dd386b71da1df96994950e6762d46a1ee95ff4966b40_1280.jpg,https://pixabay.com/get/gd2646e11e44a0041b46c3abbf9b6a9d46f0bfa0b44cfaef5bb23372933d0403801eb4df78ede338bd0d661b820ad9bdecb163f801a369d712c1cf84f5fb7334d_1280.png
SMOLDER,to burn slowly,burn slowly,https://pixabay.com/get/gc9fba3172774d3b9ab5773e286a5d73f38e3f8b326b3323dd3344d0d6c7bf1fbef0b7bb879bf4fe640062fc3ce923f4aded709cd055bbfe2c07a32579d4ddb10_1280.jpg,https://pixabay.com/get/g8e0733ed0bec5398a503bfe69945a2e3dab519c29665ecf086e24fde1a2333b75e43c0d1d669d8061a38a30e96100b3e0c4201580d60e29518db2693ec3c27dc_1280.png
SMUGGLER,illegal transporter,illegal transporter,https://pixabay.com/get/g46aac7ec004539c6304e35229bfa198a1edea182e13e7d894c5bc5c85d180135772201019237aa8be2a2c3e7a7b05232adb8d3d5bf0196a636a5d333cb4d9977_1280.jpg,https://pixabay.com/get/g38969f80b1aced0facd0d46ce7e340e3716c6bf31189ce09bb25cf24ff2dafef1f8eb04ca057d99333f14d0a48542976_1280.png
SNEER,to mock,mock,https://images.pexels.com/photos/28181735/pexels-photo-28181735.jpeg,https://pixabay.com/get/g21427fc3bb5e1eedc4af0e1f33bd12b93cdef6fa3eec806cfec7404aa8c142ffa7639a21f370c95a2f3ad72adeafec4c0136ec4104e889980ac34e23b3fb9905_1280.png
SOBRIETY,seriousness,seriousness,https://pixabay.com/get/g152aa06d6aa48ae7303e5073c7db26992362ae6379ffa0020cbf1de80b2f9305d9257e63842782f9fd142fb105c0fba10a70d5eb96c40c7dde7f513737c3312f_1280.jpg,https://pixabay.com/get/gd74511ae590ae0c57be7dec53d6a832257f44d91cf379d6368269b7630c8db4257a2a2c1ea7777ffbb6dc9099175f27c67076ffde93cae83fba9e3446a516f3e_1280.png
SODDEN,soaked,soaked,https://pixabay.com/get/gb6040462f7a393fc98241f07a6d1a5ce2bcd118e8d782bbc25ba60d9539dc03582282e1a42ee85d2cb46a1cd969d61920f247e5a8befc1d630c8897f82ffb12c_1280.jpg,https://pixabay.com/get/gab02e3dca095537d8be8f5117c959a2afa191ea266bf71285bd64ef79deee7b41aa088fd743f75aee1e48803c334a868ee95e927c41f0afbe980a5612e501f03_1280.png
SOLEMNITY,seriousness,seriousness,https://pixabay.com/get/g74f2e561c286f3265cd03f7f47fd68ee42e57cf384b9ba58a7da634472ab9ed05c143ea26365a54fad2404846e0ce5da23ec753448bf91f1db00845bcbe6b3b2_1280.jpg,https://pixabay.com/get/g629fd1f699ddedfdca185aa6663d53eeb6604f9136069dd623aefc4dd3a19f0ea831c11d50ede1df9f69a8eb0defce3ef406e34a67ca35e866505348f0e2ad7c_1280.png
SOLILOQUY,monologue,monologue,https://pixabay.com/get/g43894c8e3752012cf649dcb6e69a85c31ccc6117311d88f9b34524ff5f52ffd4b6dcb156c26ff7cfded37db88fcc1352a53671349a8c74f2f353ac89fc0ada2e_1280.jpg,https://pixabay.com/get/gf2e2b664e3d7480b437fad7f58713877ece7fa4623ad5c188f2dea4df7f80ee8a60247701660e2b563cba845f4a16588901f3d023bd48094b324780147f80ccd_1280.jpg
SOMBER,gloomy,gloomy,https://images.pexels.com/photos/5982829/pexels-photo-5982829.jpeg,https://pixabay.com/get/gb6503e0bef9a7875549e6e989f5793d857fb80ace044228cf07f7571f266060b207c38d83379bf587065b9d4a8f52ea6253a4250f82158fe45f6307ea3024cf4_1280.png
SOMNOLENT,sleepy,sleepy,https://pixabay.com/get/g9d34560d72bd4aed030215b2b29b04afe84c874dc51e7adf12909bda9876b151ae129c4f97524a8d783386a5c27565b518165f4c9b450b77d8f27dd569d31d3c_1280.jpg,https://pixabay.com/get/ga4b61f75afeaeea17f6bac0845b35b1453d341fed08aeb932416dc781c54438598b6612ba9e80ca7fba0355a2d05cf190fb29759f241d44023eb4d52a0a33b52_1280.png
SOPORIFIC,sleep-inducing,sleep-inducing,https://pixabay.com/get/g08f878782e737964e18b1baa7de1d183ab3b87e3196bf29bad332c2c163204b90c981263ed7594a624daa3470540e420fd2cea006714f406d0ad987b23c28917_1280.jpg,https://pixabay.com/get/g3578659986316a4a25ea4dc6463ca99aa1f63467fb025eaf4cf67c359317d40717a558151cfb126354d2f0579b6137d0a608fdc69f47157b96289c8d09a95b07_1280.png
SORDID,filthy,filthy,https://pixabay.com/get/g78842cbcd845dd9b6b33715ed3cf265c7b41a73949f40a547f45aab7f39781bae3d32434d21ec3149edd2ff2ee943ba57b5f8600672d2a66fbe435a80c395676_1280.jpg,https://pixabay.com/get/ga553de6c7b7c36ab10506435a8d4c4f27ceccadf6402b155f46a2f1ea049a7334aeb7c21f212dcd577757937edf700255ec593ff60d3ecdb18877c448e1a089d_1280.jpg
SPARTAN,austere,austere,https://pixabay.com/get/g9780773e76f61e0a4b7ffb758ad7d885bfcc6d6da2b605f043b420cccf121783bad69da64f23b0798f12508b7dbb07fd6217d95f61bf929cc2f7863d16463850_1280.jpg,https://pixabay.com/get/g6712cd7e7e344bd769f6579f180ae5f29c42f5726a08c12c9430092fb78a9c933f16cd2d4d6a455813010e06c7fc4895bb0c90e57e52ba8a8aa8f6900f7c9f71_1280.png
SPAT,quarrel,quarrel,https://images.pexels.com/photos/35725745/pexels-photo-35725745.jpeg,https://pixabay.com/get/g2fa3eba2cd4e8ffd7f2687ee55cebb5df7fc4e6e09f72f86124be2a534df7cc5a6666d07e73dfd35a8be1134a3fcda2e66d180f35c71439e1a08cafcbc08e567_1280.png
SPECIOUS,misleading,misleading,https://pixabay.com/get/gfdf85a616e02ab73c6b47361644705e4b6c01d84256d7a7df3cbfcbfba37a4cfd0f8fc5aa1b0d919bceca7114b9f1b55796469016e663e3806ef101986cb2da1_1280.jpg,https://pixabay.com/get/g10e147406ae2d9ad0df62b49a0945004692a9a6b596d55aa2ed3b3181f7255b8d5dbdc417d3a879d0a3e83348131cb62a12f33eea20f98cb8245ca947e6e2b38_1280.png
SPECULATE,to guess,guess,https://pixabay.com/get/g7ff5e474defd2e0e8f96e6688e13c1f55d9a53db739bc35cd2f501ac5c0fc0aa6e6ad2a71a6d6726ba5b5b5c0d8a5e006582352279459bbf0f26eb1791626ff5_1280.jpg,https://pixabay.com/get/g75d6eb5ff5c6251de737f028da424dd6e408e985c37c7f736b7d8fdfad3d6e5576af5e76c23667439374db80188d81c0caa199d74d60dcb85365eac5dcbbebd7_1280.png
SPENDTHRIFT,waster,waster,https://pixabay.com/get/g06c331372f20c9b5ee70e34c1af0f4de70dad5664957f807f4d8c831a11301a527ced28cb6e77f676638d59f46ebfc83231e09d6c8d7ac5dc937e3486356eb56_1280.jpg,https://pixabay.com/get/g50e162c58f5a3d1b1adc32112ef2363e271e5ca585c203959ddf4427fa1fda9b7e416a181b052a683902c46463d8892077584405c6b84fa14cc7222b8b777bac_1280.jpg
SPLENDOR,magnificence,splendor,https://images.pexels.com/photos/6774656/pexels-photo-6774656.jpeg,https://pixabay.com/get/g3fec4b433138d12a093f3931fedb3051a4d23ff5ea52f2be4f117804f5664c2653d18d587ccca1b95aa75d80ecdd3c02_1280.png
SPOKE,wheel rod,spoke,https://images.pexels.com/photos/32310903/pexels-photo-32310903.jpeg,https://pixabay.com/get/gc75b8224226f5f31c13c162dd74b87d215295a4afce08f107a38f4fbe20cca81269dd2781e600fe04ac152ac1bc4d45ff3c9f2fb025560ee4ef9c52cbf23acfd_1280.png
SPONTANEITY,impulsiveness,impulsiveness,https://pixabay.com/get/g3555e9d7ae0ecb2d5c0a0284289c42fa0f077e9abab3f1be5c86be43997f74c87e7ca8781a3c056a44fbe3bf0d1fb47c1f75a7bb3394aefc9a488074a4f2b13a_1280.jpg,https://pixabay.com/get/gaea3f010c02e9edbafa9f407e66346646aa1c2c63f0deb76a47ad4cce86a20069e6d4cac88ea28f3170a3ec54c38b6e5f6572da4b2eb6826816f11ceb9efa66b_1280.png
SPORADIC,occasional,sporadic,https://images.pexels.com/photos/13312404/pexels-photo-13312404.jpeg,https://pixabay.com/get/ge299436d9540446f4ee51aeca9010e9a64ba646d83854e785a07377b81853c25eaa02b3248aa0457c966d97e080fb61c3f2b4526a973361b088074b8347bff7b_1280.jpg
SPURIOUS,FALSE,FALSE,https://pixabay.com/get/ge2e763e0f3f06f90d347fc8a099dead135c7d545a7e3152ed168156d73d45e50b22345e277260c1260c1cc268557869be5e9f4186e005499020f8d8e7bb0d271_1280.jpg,https://pixabay.com/get/g7f750abb43ecd3c6b85896faaf41712ec07789c2041f012c3366d6d236aabf1252c67e68efed6bcfc6d0712ed7f093aa113a32e9713bc19424c28265856c0ea4_1280.png
SPURT,to gush,gush,https://pixabay.com/get/g6a37864747969fa09d33afe11c8a500096c101f39bd3e723792c0bccfb86fe1d1576e28149e3cd91198ee338162b3f69f8efe52d2f4b81db484783be82ef8b58_1280.jpg,https://pixabay.com/get/g7c0f8673684503f1d2002239922d53936a2d64e6f5127bd3275dfe38167e54eda69f00a647ec8cc98959ed8b6910a0ed2bfefdd04b3a24b62adc0f1c596e0a36_1280.png
SQUABBLE,to argue,argue,https://pixabay.com/get/g214806f6cc2a872522d944b1483d3e9d747be66a62d07e9ccdc737c9cf948cd11af4e7e85e35ea83789c7f18865a89576b2d88b5da83926a4d16f92370283f69_1280.jpg,https://pixabay.com/get/g2419382777499e6aa7f4af2c82e710bcae8c5b8f9a9b42e2381e066d539e74bd6ff692d6b9ed0ffbf976f19ac02662302747c7eae761ac8b251a332296113bc4_1280.png
SQUALOR,filth,filth,https://images.pexels.com/photos/28435020/pexels-photo-28435020.jpeg,https://pixabay.com/get/g002294de6d59d3194ee537d49aba968a6647472aa5206aa831b1a19cd28748732cb036b87e21c1de94ab97961e3b3ced64dadfbb8936185cd930ee93fb49ad9f_1280.jpg
SQUANDER,to waste,waste,https://pixabay.com/get/g37286066bc1ef6c64c5b592517aa6c225ea1d94e00f8ecd154794ef417394cdeeb23f4dd65b1ba4fbecb9d1198e6dbac59e138f2ff7d5403fe358dcb8fc51a73_1280.jpg,https://pixabay.com/get/g113eff43943af198c2e7ce3460d75b240d555c2ea3560abff81ded563ec6d0bf0c00a205cebeb9f36a05b5ecd46575e9192da24223eb79948a718e4b822f629b_1280.png
STAGNANT,motionless,motionless,https://pixabay.com/get/gc001aa1738e6ecbfc0d3ee5bb17686f78a4e5a866efe9d43855edd0f64bb9842ad33cd0487a6321967649da7e60c5529b132ed9547fba041f248a15ba4e76315_1280.jpg,https://pixabay.com/get/ga5175d37d9757351b8a2950f8da9adf96ae00d2a14ea3cf7ff5175df0e868c82ed2e08849283bbc0716dd0c830354ada57af3cfdb2ad497ae3d45ab8add04701_1280.png
STAID,sedate,sedate,https://pixabay.com/get/g7590603134f2b554d93cc58fe960fbfbe8a64e56e3702e889b38220c5fe38101a61e7218b0f5ab7324992b9fe8c9037547401deadf8429f107a12f33e7fa3c19_1280.jpg,https://pixabay.com/get/gaa9aa3dfa02770ad1f8f3f54dfd5f8fc72c87adfe1c9d1b9b17544724a021afbbdc0f0eac72841a6d53bcf9b8ccd88652c0248d60d36c43e385236ef9da0f698_1280.jpg
STALEMATE,deadlock,lock,https://images.pexels.com/photos/7397130/pexels-photo-7397130.jpeg,https://pixabay.com/get/g566a6e2c0db2520b60eb27958857414606fa17b929c28c6798737adf0556c28dec432fa0dbf95ef9c99cad97f5f21d3ff84dc667e254d413e1830333dd1d3075_1280.png
STALWART,loyal,loyal,https://pixabay.com/get/g53a771a017b995536c43ad7f03cd895dbeedd062c031dc124da72ea79c8a03a055f94c75a81f8a6292069005f6e408b4e3ba562f7ab00230cf32a175c71634e2_1280.jpg,https://pixabay.com/get/g643fb1458a6a5a9846961667cb84ebbe882de0346ec1752893f99ca7630f0674097aec009eafa625330c73d28a95dcbd0a6c40b5d23dfb875f11d417aeee63e1_1280.png
STAMINA,endurance,endurance,https://images.pexels.com/photos/16549999/pexels-photo-16549999.jpeg,https://pixabay.com/get/g548ecdff22a03690e2ba254b170a14810c1f1ff64c96af96fa9d5c22ffadbc8530921758c3a1e0996475da0cf03f46535edcb32c498eb239d3c213075b9300bd_1280.png
STANZA,poem verse,poem verse,https://pixabay.com/get/g6894e40fb4dac0ebf2a0ba9be1b8a4fc82cd37816e9976ea639c6ddedf38750c1f5775263243ae1ba1240255d0e6411aa57620f0beecd2a6344585930d070578_1280.jpg,https://pixabay.com/get/g01d402ec7df8a804924d2e0179fdf4b7b54e0c23886255515282f720d47530c647bf9d74933ed855ba35dbf3d352e67c80efaaba5870081c13a8740696551869_1280.png
STATIC,unchanging,unchanging,https://pixabay.com/get/g5d92f7bebdc5584f8230901eaf80c7875c47fe34ccef93965545b28c519ceb71c8e33395f9da5f48a6525344a3cd3b9506a2038779695054f9e37b288f146ffc_1280.jpg,https://pixabay.com/get/g032ab37e163f4084be114fc6e185a4f4df4113d5700c06cecb19b0209873bddc9e7e54108848faccf719890e2880e42eeb9c63f6f1598d2c72d5ea62c4bace99_1280.png
